Date,Open,High,Low,Close,Adj Close,Volume
2004-01-01,30.742857,31.314285,30.400000,30.742857,21.919392,1566224
2004-01-02,31.200001,32.228573,31.085714,31.657143,22.571270,2408814
2004-01-05,32.114285,33.828571,30.057142,30.514284,21.756426,2236882
2004-01-06,32.000000,32.000000,28.571428,29.028570,20.697123,1918658
2004-01-07,29.485714,29.485714,28.342857,29.028570,20.697123,1513739
2004-01-08,29.714285,29.942858,27.428572,29.600000,21.104548,1392862
2004-01-09,29.942858,29.942858,28.342857,28.571428,20.371185,2028358
2004-01-12,29.028570,29.028570,27.542856,27.542856,19.637825,1423621
2004-01-13,27.771427,28.685715,27.200001,27.885714,19.882277,1958486
2004-01-14,28.114285,28.685715,27.771427,27.885714,19.882277,1703475
2004-01-15,28.114285,28.457142,27.200001,27.314285,19.474855,1264346
2004-01-16,27.428572,27.885714,26.285713,26.857141,19.148916,1446088
2004-01-19,26.971428,27.314285,26.400000,27.085714,19.311888,1520964
2004-01-20,27.885714,29.828571,27.542856,29.485714,21.023062,9137245
2004-01-21,29.714285,30.057142,26.742857,26.971428,19.230404,3605619
2004-01-22,27.428572,28.000000,26.057142,26.285713,18.741493,3779636
2004-01-23,26.857141,28.114285,26.514284,27.657143,19.719311,2424613
2004-01-26,27.657143,27.657143,27.657143,27.657143,19.719311,0
2004-01-27,28.000000,28.228571,27.200001,27.657143,19.719311,1471908
2004-01-28,27.428572,28.000000,26.857141,26.971428,19.230404,1087118
2004-01-29,27.200001,27.428572,26.742857,27.085714,19.311888,993914
2004-01-30,27.314285,27.428572,26.285713,26.400000,18.822977,886499
2004-02-02,26.400000,26.400000,26.400000,26.400000,18.822977,0
2004-02-03,26.857141,26.857141,24.114285,24.571428,17.519218,1583767
2004-02-04,24.685715,25.371428,24.457142,25.257141,18.008127,1605289
2004-02-05,25.600000,26.400000,25.142857,25.371428,18.089613,1698060
2004-02-06,25.600000,25.714285,25.142857,25.371428,18.089613,763719
2004-02-09,25.600000,26.057142,25.371428,25.714285,18.334066,586041
2004-02-10,25.828571,25.828571,25.142857,25.257141,18.008127,732897
2004-02-11,25.257141,25.257141,24.685715,24.914286,17.763674,793685
2004-02-12,25.142857,25.714285,24.914286,25.142857,17.926645,764948
2004-02-13,25.028570,25.714285,24.914286,25.485714,18.171097,1132323
2004-02-16,25.942858,26.628571,25.828571,26.057142,18.578524,1368371
2004-02-17,25.942858,26.742857,25.714285,26.057142,18.578524,1201820
2004-02-18,26.285713,26.285713,24.914286,25.142857,17.926645,1043769
2004-02-19,25.371428,26.285713,24.799999,25.028570,17.845160,1493716
2004-02-20,25.142857,25.257141,24.571428,24.799999,17.682188,649330
2004-02-23,25.142857,25.485714,24.114285,24.342857,17.356247,651119
2004-02-24,24.342857,24.685715,24.000000,24.342857,17.356247,908299
2004-02-25,24.571428,24.571428,23.314285,23.542856,16.785856,720138
2004-02-26,23.771427,24.000000,22.971428,23.200001,16.541405,708283
2004-02-27,23.314285,23.657143,22.285713,22.628571,16.133980,1179678
2004-03-01,22.857141,22.857141,21.714285,22.057142,15.726554,1027624
2004-03-02,22.057142,22.057142,22.057142,22.057142,15.726554,0
2004-03-03,22.400000,22.628571,21.942858,22.285713,15.889529,1069793
2004-03-04,22.628571,22.628571,21.485714,21.600000,15.400613,733906
2004-03-05,21.485714,21.600000,21.142857,21.371428,15.237648,789202
2004-03-08,21.371428,22.171429,21.257141,21.942858,15.645070,900281
2004-03-09,22.285713,22.400000,21.371428,21.714285,15.482098,683757
2004-03-10,21.142857,21.828571,21.142857,21.371428,15.237648,509094
2004-03-11,21.485714,21.600000,20.914286,21.028570,14.993191,542811
2004-03-12,21.142857,21.142857,20.228571,20.457142,14.585766,785115
2004-03-15,20.799999,20.799999,19.085714,19.314285,13.770924,961597
2004-03-16,19.885714,19.885714,18.628571,18.742857,13.363498,925985
2004-03-17,19.200001,19.428572,18.628571,18.857141,13.444982,665816
2004-03-18,18.742857,19.085714,18.171429,18.400000,13.119043,663678
2004-03-19,18.285713,18.971428,17.942858,18.057142,12.874586,671127
2004-03-22,18.285713,18.285713,16.342857,16.571428,11.815289,839056
2004-03-23,16.571428,16.685715,15.885714,16.228571,11.570833,909433
2004-03-24,16.342857,16.457142,15.885714,16.114285,11.489350,677378
2004-03-25,16.342857,17.828571,16.114285,17.485714,12.467167,1292517
2004-03-26,18.285713,18.857141,17.942858,18.285713,13.037559,1224150
2004-03-29,18.742857,18.971428,18.400000,18.742857,13.363498,875177
2004-03-30,19.200001,19.428572,18.857141,18.971428,13.526466,598636
2004-03-31,19.314285,19.314285,18.514284,18.742857,13.363498,692245
2004-04-01,18.971428,20.114285,18.857141,19.885714,14.178343,661309
2004-04-02,20.571428,21.371428,20.000000,21.257141,15.156158,890512
2004-04-05,21.942858,22.857141,21.600000,22.514284,16.052490,1029871
2004-04-06,22.628571,22.971428,20.914286,21.257141,15.156158,858963
2004-04-07,21.942858,21.942858,20.914286,21.028570,14.993191,562418
2004-04-08,21.142857,21.257141,20.685715,21.142857,15.074674,426937
2004-04-09,21.142857,21.142857,21.142857,21.142857,15.074674,0
2004-04-12,21.371428,21.828571,20.914286,21.142857,15.074674,589897
2004-04-13,21.371428,21.485714,20.799999,21.142857,15.074674,451051
2004-04-14,21.142857,21.142857,21.142857,21.142857,15.074674,0
2004-04-15,21.371428,21.714285,20.914286,21.028570,14.993191,444568
2004-04-16,21.142857,21.371428,20.914286,21.028570,14.993191,371235
2004-04-19,22.285713,22.285713,21.028570,21.371428,15.237648,650386
2004-04-20,21.257141,22.742857,20.914286,22.400000,15.971011,1620458
2004-04-21,22.400000,24.000000,22.285713,23.885714,17.030312,1708835
2004-04-22,24.114285,24.571428,22.971428,23.200001,16.541405,1306517
2004-04-23,23.771427,23.885714,22.971428,23.085714,16.459919,771361
2004-04-26,23.085714,23.085714,23.085714,23.085714,16.459919,0
2004-04-27,22.285713,22.285713,21.028570,21.142857,15.074674,717851
2004-04-28,20.571428,21.714285,20.571428,21.485714,15.319133,665649
2004-04-29,21.485714,22.171429,21.257141,21.485714,15.319133,556031
2004-04-30,21.600000,21.714285,20.685715,20.799999,14.830221,451132
2004-05-03,21.257141,21.257141,19.542856,19.885714,14.178343,755191
