Date,Open,High,Low,Close,Adj Close,Volume
2003-01-01,15.550000,15.800000,15.500000,15.500000,12.324245,88375
2003-01-02,15.750000,15.800000,15.500000,15.600000,12.403757,62300
2003-01-03,15.550000,15.600000,15.400000,15.500000,12.324245,38920
2003-01-06,15.450000,15.650000,15.250000,15.350000,12.204977,17550
2003-01-07,15.500000,15.500000,15.100000,15.150000,12.045955,25400
2003-01-08,15.350000,15.500000,15.200000,15.400000,12.244732,32413
2003-01-09,15.300000,15.600000,15.250000,15.350000,12.204977,75721
2003-01-10,15.500000,15.950000,15.400000,15.550000,12.364000,74187
2003-01-13,15.900000,15.900000,15.350000,15.500000,12.324245,70531
2003-01-14,15.700000,16.700001,15.650000,16.250000,12.920578,173312
2003-01-15,16.900000,17.100000,16.500000,16.750000,13.318136,149671
2003-01-16,17.100000,17.500000,16.750000,17.250000,13.715690,239757
2003-01-17,17.600000,17.700001,17.150000,17.299999,13.755446,98608
2003-01-20,17.100000,17.950001,17.000000,17.700001,14.073492,117657
2003-01-21,17.700001,18.600000,17.700001,18.350000,14.590316,194366
2003-01-22,18.900000,18.900000,18.000000,18.100000,14.391537,150550
2003-01-23,18.000000,18.299999,17.250000,17.450001,13.874715,111642
2003-01-24,17.549999,17.600000,16.250000,16.549999,13.159111,99713
2003-01-27,16.500000,16.500000,15.500000,15.600000,12.403757,89186
2003-01-28,15.700000,15.950000,15.300000,15.700000,12.483268,94575
2003-01-29,15.700000,16.500000,15.650000,16.100000,12.801311,102950
2003-01-30,16.600000,16.600000,15.500000,15.800000,12.562778,83850
2003-01-31,15.850000,15.850000,15.250000,15.350000,12.204977,160340
2003-02-03,15.700000,16.350000,15.700000,16.100000,12.801311,57131
2003-02-04,16.049999,16.600000,16.049999,16.400000,13.039844,68308
2003-02-05,16.450001,16.700001,16.150000,16.250000,12.920578,35852
2003-02-06,16.200001,16.350000,16.000000,16.250000,12.920578,36961
2003-02-07,16.049999,16.150000,15.850000,16.049999,12.761555,48783
2003-02-10,16.400000,16.400000,15.900000,16.200001,12.880825,57225
2003-02-11,16.150000,16.299999,16.150000,16.200001,12.880825,41351
2003-02-12,16.450001,16.450001,15.850000,16.000000,12.721802,68420
2003-02-13,16.000000,16.000000,16.000000,16.000000,12.721802,0
2003-02-14,15.750000,16.100000,15.700000,15.950000,12.682045,103385
2003-02-17,16.250000,16.250000,16.100000,16.100000,12.801311,83482
2003-02-18,16.299999,16.500000,16.200001,16.250000,12.920578,26310
2003-02-19,16.000000,16.500000,16.000000,16.299999,12.960334,29050
2003-02-20,16.850000,17.400000,16.500000,16.750000,13.318136,95714
2003-02-21,16.850000,16.850000,16.700001,16.700001,13.278379,32352
2003-02-24,17.350000,17.350000,16.799999,16.900000,13.437402,40520
2003-02-25,16.650000,17.000000,16.650000,16.900000,13.437402,90018
2003-02-26,16.850000,17.000000,16.650000,16.700001,13.278379,24955
2003-02-27,16.850000,16.900000,16.600000,16.850000,13.397647,30620
2003-02-28,16.850000,17.250000,16.500000,17.049999,13.556669,106328
2003-03-03,17.299999,17.600000,17.150000,17.299999,13.755446,63488
2003-03-04,17.150000,17.299999,16.700001,16.750000,13.318136,27845
2003-03-05,16.600000,16.700001,16.400000,16.650000,13.238625,25940
2003-03-06,16.600000,16.799999,16.500000,16.549999,13.159111,25575
2003-03-07,16.299999,16.400000,16.100000,16.150000,12.841066,55066
2003-03-10,16.200001,16.400000,15.800000,15.900000,12.642288,38635
2003-03-11,15.650000,15.950000,15.400000,15.900000,12.642288,27745
2003-03-12,15.950000,16.200001,15.700000,16.000000,12.721802,103519
2003-03-13,16.200001,16.200001,15.800000,16.049999,12.761555,35215
2003-03-14,16.049999,16.049999,16.049999,16.049999,12.761555,0
2003-03-17,15.700000,16.350000,15.700000,16.200001,12.880825,41475
2003-03-18,16.200001,16.200001,16.200001,16.200001,12.880825,0
2003-03-19,16.650000,17.000000,16.049999,16.200001,12.880825,42705
2003-03-20,16.250000,16.549999,15.900000,16.400000,13.039844,39840
2003-03-21,16.150000,16.549999,16.049999,16.400000,13.039844,31623
2003-03-24,16.400000,16.400000,15.950000,16.000000,12.721802,26880
2003-03-25,15.900000,16.100000,15.800000,16.000000,12.721802,23136
2003-03-26,15.950000,16.200001,15.900000,16.000000,12.721802,44898
2003-03-27,15.950000,16.100000,15.900000,15.900000,12.642288,28041
2003-03-28,16.700001,16.700001,15.850000,15.900000,12.642288,44437
2003-03-31,16.049999,16.049999,15.650000,15.700000,12.483268,21650
2003-04-01,15.500000,15.950000,15.500000,15.850000,12.602533,16151
2003-04-02,15.850000,16.549999,15.850000,16.400000,13.039844,49018
2003-04-03,16.400000,16.799999,16.250000,16.650000,13.238625,22324
2003-04-04,17.200001,17.350000,16.700001,17.150000,13.636178,31625
2003-04-07,17.150000,18.150000,17.100000,17.950001,14.272269,119313
2003-04-08,18.500000,19.250000,18.150000,19.000000,15.107137,425248
2003-04-09,18.950001,19.549999,18.250000,18.350000,14.590316,199972
2003-04-10,18.600000,18.600000,18.000000,18.049999,14.351780,112947
2003-04-11,18.350000,18.650000,18.049999,18.150000,14.431292,97649
2003-04-14,null,null,null,null,null,null
2003-04-15,18.400000,18.500000,18.049999,18.350000,14.590316,45004
2003-04-16,18.700001,18.750000,18.100000,18.150000,14.431292,42740
2003-04-17,18.150000,18.350000,17.900000,18.150000,14.431292,70533
2003-04-18,18.150000,18.150000,18.150000,18.150000,14.431292,0
2003-04-21,18.049999,18.299999,18.000000,18.200001,14.471049,32212
2003-04-22,18.200001,18.250000,18.000000,18.150000,14.431292,28181
2003-04-23,18.000000,18.200001,17.900000,18.049999,14.351780,54753
2003-04-24,17.900000,18.000000,17.600000,17.700001,14.073492,45870
2003-04-25,17.400000,17.900000,17.400000,17.799999,14.153003,25551
2003-04-28,17.900000,18.150000,17.750000,18.000000,14.312026,30022
2003-04-29,18.100000,18.250000,17.799999,17.850000,14.192760,26977
2003-04-30,17.750000,18.150000,17.750000,18.100000,14.391537,50185
2003-05-01,18.100000,18.100000,18.100000,18.100000,14.391537,0
2003-05-02,18.299999,18.450001,18.100000,18.350000,14.590316,69413
2003-05-05,18.750000,19.549999,18.650000,19.450001,15.464940,170578
2003-05-06,19.799999,20.400000,19.500000,19.650000,15.623960,202164
2003-05-07,19.799999,20.000000,19.400000,19.900000,15.822740,116091
2003-05-08,19.950001,19.950001,19.600000,19.700001,15.663716,90169
2003-05-09,19.299999,20.000000,19.299999,19.650000,15.623960,123436
2003-05-12,18.000000,18.950001,18.000000,18.100000,14.391537,236972
2003-05-13,18.299999,18.450001,18.000000,18.049999,14.351780,147713
2003-05-14,18.400000,18.799999,18.100000,18.400000,14.630071,147520
2003-05-15,18.450001,19.350000,18.400000,18.900000,15.027624,179261
2003-05-16,19.000000,19.299999,18.500000,18.650000,14.828845,121832
2003-05-19,18.000000,18.600000,18.000000,18.150000,14.431292,62068
2003-05-20,16.250000,18.650000,16.250000,18.549999,14.749335,101977
2003-05-21,18.049999,18.900000,18.049999,18.500000,14.709583,87371
2003-05-22,18.549999,18.900000,18.299999,18.450001,14.669827,71401
2003-05-23,18.549999,18.900000,18.450001,18.700001,14.868605,82263
2003-05-26,18.750000,19.950001,18.750000,19.799999,15.743229,166321
2003-05-27,20.250000,21.000000,20.049999,20.250000,16.101032,580991
2003-05-28,21.000000,21.000000,19.799999,20.549999,16.339560,180006
2003-05-29,21.000000,23.450001,20.650000,22.200001,17.651501,802448
2003-05-30,22.500000,22.900000,21.150000,21.500000,17.094919,345084
2003-06-02,19.000000,21.000000,19.000000,19.850000,15.782985,239554
2003-06-03,19.799999,20.750000,19.799999,20.299999,16.140785,100398
2003-06-04,20.600000,21.000000,20.150000,20.900000,16.617851,111775
2003-06-05,20.650000,21.299999,20.049999,20.200001,16.061272,134878
2003-06-06,20.400000,20.450001,19.650000,19.850000,15.782985,59875
2003-06-09,20.400000,20.400000,19.650000,19.799999,15.743229,84610
2003-06-10,19.250000,19.850000,19.250000,19.299999,15.345670,94167
2003-06-11,19.299999,20.150000,19.200001,19.900000,15.822740,94376
2003-06-12,20.549999,20.600000,20.000000,20.100000,15.981762,78558
2003-06-13,20.299999,20.299999,19.750000,20.250000,16.101032,80520
2003-06-16,19.900000,20.350000,19.799999,19.900000,15.822740,42984
2003-06-17,19.850000,20.299999,19.850000,20.200001,16.061272,69640
2003-06-18,20.000000,20.250000,19.750000,19.799999,15.743229,57394
2003-06-19,19.750000,20.000000,19.400000,19.549999,15.544452,47415
2003-06-20,19.650000,19.900000,19.400000,19.650000,15.623960,65823
2003-06-23,18.049999,20.000000,18.049999,18.950001,15.067384,112719
2003-06-24,18.950001,19.200001,18.700001,18.750000,14.908363,55363
2003-06-25,18.900000,19.500000,18.799999,19.150000,15.226405,70072
2003-06-26,19.299999,19.900000,18.750000,19.299999,15.345670,109109
2003-06-27,19.700001,19.750000,18.950001,19.250000,15.305916,105252
2003-06-30,19.100000,20.150000,19.100000,19.850000,15.782985,190902
2003-07-01,19.650000,19.750000,19.350000,19.500000,15.504693,244661
2003-07-02,19.900000,20.000000,19.500000,19.799999,15.743229,85237
2003-07-03,19.850000,21.400000,19.450001,20.950001,16.657608,303499
2003-07-04,21.500000,21.600000,20.000000,21.049999,16.737120,279106
2003-07-07,20.100000,21.600000,19.049999,21.100000,16.776876,126770
2003-07-08,20.299999,21.400000,19.100000,20.750000,16.498585,83995
2003-07-09,20.049999,20.700001,20.000000,20.100000,15.981762,51702
2003-07-10,20.500000,21.000000,20.150000,20.250000,16.101032,57719
2003-07-11,20.600000,20.900000,20.000000,20.150000,16.021517,102800
2003-07-14,20.400000,21.100000,20.400000,20.950001,16.657608,128310
2003-07-15,21.500000,21.900000,20.900000,21.350000,16.975649,169178
2003-07-16,21.500000,22.850000,21.400000,22.600000,17.969545,377101
2003-07-17,23.000000,23.750000,22.100000,22.500000,17.890032,437285
2003-07-18,21.549999,23.000000,21.500000,22.650000,18.009300,169213
2003-07-21,24.000000,24.850000,23.200001,23.549999,18.724901,670420
2003-07-22,23.500000,23.650000,22.700001,22.799999,18.128567,300143
2003-07-23,23.250000,23.450001,22.750000,23.150000,18.406857,146908
2003-07-24,23.650000,24.150000,23.000000,23.600000,18.764654,202152
2003-07-25,22.549999,24.000000,22.549999,23.750000,18.883919,172069
2003-07-28,23.750000,24.350000,23.299999,23.500000,18.685144,134997
2003-07-29,23.400000,23.700001,22.799999,23.100000,18.367098,184801
2003-07-30,24.000000,24.549999,23.500000,24.299999,19.321238,359300
2003-07-31,24.549999,26.200001,24.500000,25.299999,20.116346,739849
2003-08-01,25.500000,26.650000,24.700001,26.150000,20.792191,568392
2003-08-04,25.900000,27.000000,25.900000,26.500000,21.070480,270574
2003-08-05,26.500000,27.000000,25.500000,25.600000,20.354879,258282
2003-08-06,25.750000,26.299999,25.000000,25.650000,20.394638,175126
2003-08-07,26.000000,26.000000,25.250000,25.400000,20.195860,145472
2003-08-08,25.299999,25.750000,24.900000,25.150000,19.997080,137877
2003-08-11,25.150000,25.950001,25.000000,25.100000,19.957321,148346
2003-08-12,24.500000,25.500000,24.500000,25.000000,19.877813,98401
2003-08-13,24.500000,25.000000,24.500000,24.700001,19.639280,132604
2003-08-14,24.799999,26.000000,24.549999,25.450001,20.235611,206254
2003-08-15,25.450001,25.450001,25.450001,25.450001,20.235611,0
2003-08-18,25.950001,26.299999,25.000000,25.950001,20.633169,203554
2003-08-19,26.700001,29.000000,25.450001,25.600000,20.354879,220132
2003-08-20,25.750000,26.500000,25.600000,26.250000,20.871702,161572
2003-08-21,26.900000,28.299999,24.250000,27.350000,21.746328,504833
2003-08-22,27.900000,28.299999,27.000000,28.000000,22.263147,388792
2003-08-25,28.400000,29.100000,25.500000,27.100000,21.547552,415904
2003-08-26,27.500000,28.100000,27.000000,27.900000,22.183638,158170
2003-08-27,28.700001,29.000000,28.000000,28.750000,22.859493,216079
2003-08-28,29.250000,29.850000,28.350000,28.600000,22.740219,197277
2003-08-29,29.000000,29.000000,27.500000,27.700001,22.024618,121086
2003-09-01,28.000000,28.200001,27.000000,27.200001,21.627064,94751
2003-09-02,27.250000,27.500000,26.500000,26.900000,21.388529,147656
2003-09-03,27.000000,27.250000,26.000000,26.350000,20.951218,160371
2003-09-04,26.850000,26.850000,25.600000,25.850000,20.553658,151734
2003-09-05,25.700001,26.000000,25.250000,25.600000,20.354879,155018
2003-09-08,25.600000,26.500000,25.600000,26.049999,20.712681,119187
2003-09-09,26.500000,26.750000,25.750000,26.049999,20.712681,109953
2003-09-10,26.150000,27.200001,25.850000,26.900000,21.388529,145235
2003-09-11,26.950001,28.000000,26.549999,27.799999,22.104128,354098
2003-09-12,27.000000,28.000000,25.500000,26.250000,21.978535,182232
2003-09-15,26.900000,26.900000,24.750000,24.850000,20.806347,121594
2003-09-16,24.900000,25.000000,23.900000,24.750000,20.722620,82689
2003-09-17,25.100000,25.200001,24.700001,24.900000,20.848211,61625
2003-09-18,24.500000,24.799999,24.100000,24.299999,20.345844,77133
2003-09-19,24.250000,24.299999,22.500000,23.350000,19.550436,43169
2003-09-22,23.500000,23.549999,22.250000,22.500000,18.838743,62813
2003-09-23,22.500000,23.450001,22.150000,23.100000,19.341110,59883
2003-09-24,23.049999,24.000000,23.000000,23.750000,19.885342,41145
2003-09-25,24.000000,26.000000,23.350000,23.850000,19.969070,64333
2003-09-26,23.799999,24.200001,23.750000,24.150000,20.220255,40454
2003-09-29,24.799999,24.799999,23.750000,24.400000,20.429575,51300
2003-09-30,25.000000,25.200001,24.250000,24.500000,20.513300,71575
2003-10-01,24.650000,24.650000,24.000000,24.100000,20.178391,70312
2003-10-02,24.100000,24.100000,24.100000,24.100000,20.178391,0
2003-10-03,24.350000,24.500000,22.799999,22.950001,19.215523,94007
2003-10-06,23.600000,24.250000,23.549999,23.850000,19.969070,212549
2003-10-07,24.250000,24.250000,23.799999,23.850000,19.969070,119795
2003-10-08,24.000000,24.600000,24.000000,24.299999,20.345844,108641
2003-10-09,24.850000,25.200001,24.049999,24.799999,20.764481,151138
2003-10-10,24.950001,25.000000,24.500000,24.900000,20.848211,88013
2003-10-13,24.750000,25.400000,24.600000,24.799999,20.764481,156926
2003-10-14,24.650000,25.250000,24.049999,24.100000,20.178391,93970
2003-10-15,23.799999,24.100000,23.600000,23.700001,19.843475,74468
2003-10-16,23.900000,24.400000,23.850000,24.200001,20.262115,91360
2003-10-17,24.000000,25.000000,24.000000,24.549999,20.555166,110888
2003-10-20,24.799999,25.350000,24.350000,24.650000,20.638891,142967
2003-10-21,24.350000,25.000000,24.250000,24.350000,20.387709,86844
2003-10-22,24.000000,24.350000,23.250000,23.400000,19.592299,55039
2003-10-23,23.650000,24.250000,23.500000,23.549999,19.717884,40367
2003-10-24,23.600000,23.850000,23.100000,23.600000,19.759752,57916
2003-10-27,24.000000,24.350000,23.500000,23.600000,19.759752,50755
2003-10-28,23.900000,23.950001,22.950001,23.049999,19.299244,123561
2003-10-29,23.150000,23.500000,22.000000,22.350000,18.713158,105166
2003-10-30,22.150000,23.350000,21.950001,22.650000,18.964336,185535
2003-10-31,23.000000,24.250000,22.900000,23.200001,19.424841,311861
2003-11-03,25.000000,27.500000,24.799999,25.750000,21.559900,790992
2003-11-04,26.299999,26.600000,25.600000,25.750000,21.559900,462702
2003-11-05,26.150000,26.250000,25.500000,25.700001,21.518034,315485
2003-11-06,26.400000,26.400000,24.600000,25.650000,21.476173,292652
2003-11-07,26.100000,26.100000,25.000000,25.450001,21.308710,128501
2003-11-10,25.250000,25.600000,24.900000,25.450001,21.308710,104632
2003-11-11,25.900000,26.000000,25.250000,25.350000,21.224989,259805
2003-11-12,25.950001,26.000000,25.450001,25.950001,21.727352,263855
2003-11-13,26.299999,28.750000,26.299999,27.200001,22.773952,855254
2003-11-14,27.100000,27.650000,26.250000,26.500000,22.187853,319116
2003-11-17,26.900000,30.750000,26.900000,29.750000,24.909010,1346005
2003-11-18,30.000000,32.299999,29.700001,30.850000,25.830015,1844948
2003-11-19,31.450001,32.799999,30.250000,32.000000,26.792881,1173439
2003-11-20,32.500000,35.200001,32.500000,34.000000,28.467436,1950061
2003-11-21,34.450001,34.450001,31.350000,32.700001,27.378981,1046669
2003-11-24,32.900002,35.900002,32.900002,35.299999,29.555901,1500087
2003-11-25,36.500000,36.700001,34.400002,34.700001,29.053534,508802
2003-11-26,34.700001,34.700001,34.700001,34.700001,29.053534,0
2003-11-27,36.000000,36.500000,35.099998,35.400002,29.639627,642436
2003-11-28,35.900002,35.900002,34.150002,34.500000,28.886072,367690
2003-12-01,35.500000,35.799999,34.349998,35.200001,29.472172,590882
2003-12-02,35.900002,36.900002,35.150002,36.450001,30.518766,1136948
2003-12-03,37.750000,42.150002,37.750000,40.750000,34.119064,4267103
2003-12-04,41.200001,42.950001,40.349998,40.750000,34.119064,2002199
2003-12-05,40.500000,41.099998,38.049999,38.400002,32.151463,800139
2003-12-08,39.099998,39.099998,36.500000,37.849998,31.690958,982079
2003-12-09,38.000000,42.549999,36.000000,41.849998,35.040066,1839335
2003-12-10,42.299999,42.500000,40.549999,40.950001,34.286518,1118869
2003-12-11,42.000000,42.099998,39.599998,40.250000,33.700432,792331
2003-12-12,40.799999,41.000000,39.400002,40.250000,33.700432,516102
2003-12-15,41.000000,41.200001,40.000000,40.549999,33.951603,525351
2003-12-16,40.099998,41.900002,39.250000,41.299999,34.579563,561809
2003-12-17,42.000000,42.250000,40.250000,41.700001,34.914474,672009
2003-12-18,42.000000,42.200001,41.049999,41.349998,34.621433,537609
2003-12-19,41.900002,42.400002,41.099998,41.400002,34.663292,448991
2003-12-22,41.900002,43.400002,41.799999,43.099998,36.086670,1005478
2003-12-23,43.500000,44.000000,41.500000,42.049999,35.207531,573130
2003-12-24,42.599998,44.000000,42.000000,43.599998,36.505299,641430
2003-12-25,43.599998,43.599998,43.599998,43.599998,36.505299,0
2003-12-26,44.250000,45.900002,44.250000,45.400002,38.012402,742307
2003-12-29,45.000000,45.799999,43.099998,44.349998,37.133255,903983
2003-12-30,46.000000,46.000000,43.200001,43.650002,36.547169,822831
2003-12-31,44.299999,44.299999,42.000000,42.200001,35.333122,399098
2004-01-01,42.400002,43.950001,42.000000,43.700001,36.589027,340258
2004-01-02,46.700001,46.700001,43.200001,44.150002,36.965809,584012
2004-01-05,44.250000,44.799999,42.200001,42.799999,35.835476,376777
2004-01-06,42.799999,44.000000,42.500000,42.799999,35.835476,432049
2004-01-07,43.500000,43.900002,41.900002,42.450001,35.542439,279897
2004-01-08,43.000000,45.000000,42.599998,44.650002,37.384445,774235
2004-01-09,45.250000,46.000000,43.799999,44.500000,37.258854,967962
2004-01-12,45.250000,49.000000,44.000000,47.799999,40.021873,2601150
2004-01-13,48.500000,49.200001,45.900002,46.849998,39.226448,2028978
2004-01-14,48.799999,49.599998,47.200001,47.549999,39.812550,2451243
2004-01-15,48.000000,50.500000,47.599998,48.849998,40.901005,3144363
2004-01-16,50.250000,50.250000,47.150002,48.250000,40.398659,1616565
2004-01-19,49.400002,49.400002,46.799999,47.599998,39.854420,1000143
2004-01-20,48.400002,49.000000,46.099998,46.799999,39.184597,682404
2004-01-21,46.549999,47.400002,41.500000,41.950001,35.123795,795649
2004-01-22,42.000000,44.000000,39.099998,40.250000,33.700432,711116
2004-01-23,40.150002,43.000000,38.799999,42.200001,35.333122,861776
2004-01-26,42.200001,42.200001,42.200001,42.200001,35.333122,0
2004-01-27,43.000000,44.500000,42.599998,44.000000,36.840210,509062
2004-01-28,44.049999,44.049999,42.750000,43.150002,36.128532,410269
2004-01-29,41.250000,43.200001,41.250000,42.950001,35.961071,224425
2004-01-30,43.500000,43.500000,41.900002,42.200001,35.333122,315461
2004-02-02,42.200001,42.200001,42.200001,42.200001,35.333122,0
2004-02-03,39.500000,42.799999,39.200001,39.750000,33.281788,569203
2004-02-04,39.500000,40.599998,38.000000,39.150002,32.779415,395198
2004-02-05,39.500000,40.349998,38.950001,39.250000,32.863144,280832
2004-02-06,39.799999,40.549999,39.200001,40.250000,33.700432,293835
2004-02-09,40.650002,42.099998,40.099998,41.950001,35.123795,551960
2004-02-10,42.000000,42.400002,40.799999,41.250000,34.537701,314044
2004-02-11,43.000000,43.000000,41.250000,41.950001,35.123795,285689
2004-02-12,42.450001,42.450001,41.000000,41.900002,35.081940,252266
2004-02-13,41.900002,42.500000,41.500000,42.400002,35.500572,229231
2004-02-16,42.500000,43.950001,42.250000,42.950001,35.961071,323475
2004-02-17,42.900002,43.400002,42.000000,42.200001,35.333122,215300
2004-02-18,42.200001,42.549999,41.250000,41.549999,34.788887,151213
2004-02-19,41.750000,42.250000,40.099998,40.400002,33.826008,180767
